* Measurement data measured by REW V5.31.3
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Sep 17, 2025 9:00:22 PM
* REW Settings:
14479.155433 91.166 -0.3356
14584.077362 91.039 -0.2913
14689.759598 90.905 -0.1952
14796.207652 90.766 -0.0430
14903.427072 90.626 0.1613
15011.423448 90.486 0.4064
15120.202410 90.349 0.6786
15229.769630 90.216 0.9641
15340.130819 90.086 1.2511
15451.291730 89.959 1.5330
15563.258160 89.832 1.8118
15676.035944 89.706 2.0969
15789.630962 89.580 2.3986
15904.049137 89.457 2.7202
16019.296433 89.336 3.0570
16135.378859 89.221 3.3954
16252.302465 89.109 3.7177
16370.073348 88.999 4.0088
16488.697648 88.889 4.2637
16608.181548 88.772 4.4899
16728.531278 88.648 4.7058
16849.753112 88.511 4.9393
16971.853368 88.361 5.2256
17094.838414 88.199 5.5989
17218.714660 88.028 6.0814
17343.488565 87.853 6.6757
17469.166632 87.677 7.3638
17595.755415 87.502 8.1154
17723.261512 87.327 8.8987
17851.691571 87.150 9.6946
17981.052287 86.964 10.5037
18111.350404 86.769 11.3429
18242.592715 86.561 12.2317
18374.786062 86.341 13.1793
18507.937336 86.111 14.1760
18642.053479 85.872 15.1954
18777.141484 85.622 16.2035
18913.208391 85.358 17.1725
19050.261296 85.078 18.0884
19188.307342 84.777 18.9486
19327.353727 84.453 19.7559
19467.407699 84.105 20.5148
19608.476560 83.732 21.2297
19750.567664 83.332 21.9014
19893.688419 82.906 22.5239
20037.846286 82.456 23.0824
20183.048781 81.981 23.5524
20329.303472 81.483 23.9061
20476.617985 80.960 24.1213
20625.000000 80.413 24.1874
20774.457252 79.842 24.1057
20924.997533 79.251 23.8851
21076.628691 78.649 23.5391
21229.358631 78.049 23.0867
21383.195315 77.469 22.5598
21538.146763 76.937 22.0072
21694.221053 76.486 21.4944
21851.426321 76.155 21.0951
22009.770764 75.979 20.8757
