* Measurement data measured by REW V5.31.3
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Sep 16, 2025 3:03:05 PM
* REW Settings:
14689.759598 85.737 -1.1772
14796.207652 85.570 -1.0363
14903.427072 85.410 -0.8082
15011.423448 85.258 -0.5444
15120.202410 85.113 -0.2928
15229.769630 84.971 -0.0804
15340.130819 84.825 0.0948
15451.291730 84.671 0.2614
15563.258160 84.510 0.4597
15676.035944 84.342 0.7244
15789.630962 84.175 1.0681
15904.049137 84.013 1.4774
16019.296433 83.861 1.9194
16135.378859 83.720 2.3561
16252.302465 83.589 2.7550
16370.073348 83.463 3.0985
16488.697648 83.338 3.3877
16608.181548 83.208 3.6427
16728.531278 83.070 3.8993
16849.753112 82.920 4.2004
16971.853368 82.760 4.5858
17094.838414 82.591 5.0786
17218.714660 82.419 5.6787
17343.488565 82.246 6.3652
17469.166632 82.072 7.1082
17595.755415 81.898 7.8837
17723.261512 81.719 8.6849
17851.691571 81.532 9.5262
17981.052287 81.333 10.4392
18111.350404 81.124 11.4581
18242.592715 80.906 12.6002
18374.786062 80.684 13.8497
18507.937336 80.462 15.1564
18642.053479 80.240 16.4503
18777.141484 80.017 17.6674
18913.208391 79.786 18.7679
19050.261296 79.541 19.7443
19188.307342 79.275 20.6154
19327.353727 78.985 21.4137
19467.407699 78.670 22.1697
19608.476560 78.329 22.8956
19750.567664 77.967 23.5780
19893.688419 77.585 24.1803
20037.846286 77.182 24.6573
20183.048781 76.756 24.9719
20329.303472 76.303 25.1078
20476.617985 75.820 25.0703
20625.000000 75.305 24.8776
20774.457252 74.762 24.5492
20924.997533 74.196 24.0972
21076.628691 73.618 23.5265
21229.358631 73.042 22.8456
21383.195315 72.488 22.0808
21538.146763 71.982 21.2887
21694.221053 71.555 20.5560
21851.426321 71.243 19.9861
22009.770764 71.078 19.6730
