* Measurement data measured by REW V5.31.3
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Sep 16, 2025 3:04:40 PM
* REW Settings:
14479.155433 86.808 -1.4377
14584.077362 86.697 -1.8500
14689.759598 86.553 -2.1691
14796.207652 86.382 -2.3140
14903.427072 86.192 -2.2334
15011.423448 85.995 -1.9233
15120.202410 85.803 -1.4304
15229.769630 85.623 -0.8359
15340.130819 85.459 -0.2273
15451.291730 85.311 0.3301
15563.258160 85.172 0.8093
15676.035944 85.039 1.2230
15789.630962 84.906 1.6107
15904.049137 84.774 2.0204
16019.296433 84.644 2.4858
16135.378859 84.521 3.0089
16252.302465 84.407 3.5544
16370.073348 84.305 4.0631
16488.697648 84.208 4.4768
16608.181548 84.109 4.7639
16728.531278 83.998 4.9337
16849.753112 83.868 5.0332
16971.853368 83.714 5.1307
17094.838414 83.535 5.2944
17218.714660 83.336 5.5743
17343.488565 83.122 5.9944
17469.166632 82.897 6.5547
17595.755415 82.667 7.2429
17723.261512 82.433 8.0449
17851.691571 82.196 8.9500
17981.052287 81.957 9.9498
18111.350404 81.717 11.0333
18242.592715 81.478 12.1816
18374.786062 81.239 13.3678
18507.937336 81.001 14.5607
18642.053479 80.761 15.7312
18777.141484 80.516 16.8593
18913.208391 80.262 17.9358
19050.261296 79.996 18.9597
19188.307342 79.715 19.9303
19327.353727 79.418 20.8375
19467.407699 79.103 21.6605
19608.476560 78.766 22.3744
19750.567664 78.404 22.9631
19893.688419 78.012 23.4268
20037.846286 77.584 23.7809
20183.048781 77.120 24.0471
20329.303472 76.620 24.2429
20476.617985 76.085 24.3733
20625.000000 75.521 24.4283
20774.457252 74.932 24.3882
20924.997533 74.328 24.2314
21076.628691 73.716 23.9457
21229.358631 73.111 23.5347
21383.195315 72.531 23.0239
21538.146763 72.003 22.4634
21694.221053 71.559 21.9260
21851.426321 71.234 21.4985
22009.770764 71.062 21.2606
